coord_lon,coord_lat,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
27.9,43.2,1652965200,2,210.29,0.16,1.32,84.4,0.76,1.19,1.45,0.88
27.9,43.2,1652968800,2,213.62,0.27,2.21,83.68,1.24,1.49,1.8,0.85
27.9,43.2,1652972400,2,211.95,0.22,2.29,84.4,1.36,1.66,2.03,0.8
27.9,43.2,1652976000,2,208.62,0.12,2.03,88.69,1.49,1.91,2.3,0.67
27.9,43.2,1652979600,2,210.29,0.05,2.44,89.41,1.74,2.06,2.47,0.61
27.9,43.2,1652983200,2,213.62,0,2.83,88.69,1.89,2.21,2.69,0.59
27.9,43.2,1652986800,2,216.96,0,3.38,85.83,1.97,2.52,3.13,0.57
27.9,43.2,1652990400,1,223.64,0,4.28,78.68,2.06,2.88,3.65,0.53
27.9,43.2,1652994000,1,223.64,0,4.88,69.38,1.94,3.01,3.83,0.44
27.9,43.2,1652997600,1,216.96,0,5.01,59.37,1.76,2.97,3.81,0.35
27.9,43.2,1653001200,1,210.29,0,4.88,52.21,1.68,2.88,3.7,0.28
27.9,43.2,1653004800,1,208.62,0,4.5,53.64,1.89,2.78,3.52,0.3
27.9,43.2,1653008400,1,213.62,0,4.37,57.22,2.09,2.69,3.38,0.33
27.9,43.2,1653012000,1,216.96,0,4.8,49.35,2,2.84,3.57,0.33
27.9,43.2,1653015600,1,223.64,0,5.36,41.13,1.97,3.64,4.53,0.4
27.9,43.2,1653019200,1,236.99,0.25,6.43,38.62,2.24,5.28,6.46,0.61
27.9,43.2,1653022800,1,253.68,1.48,7.37,41.84,2.5,6.62,8.01,0.84
27.9,43.2,1653026400,1,257.02,2.51,7.63,48.64,2.56,6.86,8.35,0.96
27.9,43.2,1653030000,1,233.65,1.13,4.33,77.96,2,4.75,5.83,1.03
27.9,43.2,1653033600,2,226.97,0.78,3.17,86.55,1.97,5.21,6.29,1.08
27.9,43.2,1653037200,2,223.64,0.59,2.57,92.98,2.09,6.52,7.68,1.12
27.9,43.2,1653040800,2,220.3,0.52,2.51,101.57,2.41,7.76,8.97,1.09
27.9,43.2,1653044400,2,216.96,0.5,2.46,107.29,2.56,8.35,9.54,0.89
27.9,43.2,1653048000,2,211.95,0.37,1.95,105.86,2.06,8.23,9.27,0.57
27.9,43.2,1653051600,2,213.62,0.31,1.78,108.72,1.86,10.04,11,0.37
27.9,43.2,1653055200,2,216.96,0.32,2.01,110.15,1.77,9.32,10.19,0.33
27.9,43.2,1653058800,2,216.96,0.31,2.21,103,1.52,6.2,6.95,0.37
27.9,43.2,1653062400,2,216.96,0.25,2.51,97.27,1.48,4.49,5.23,0.41
27.9,43.2,1653066000,2,216.96,0.09,2.91,91.55,1.48,3.98,4.82,0.43
27.9,43.2,1653069600,2,220.3,0,3.47,85.12,1.48,4.07,5.02,0.47
27.9,43.2,1653073200,1,220.3,0,3.86,77.25,1.51,4.03,5.02,0.48
27.9,43.2,1653076800,1,216.96,0,4.28,72.24,1.56,3.94,4.94,0.47
27.9,43.2,1653080400,1,213.62,0,4.63,66.52,1.55,3.81,4.75,0.43
27.9,43.2,1653084000,1,208.62,0,4.54,59.37,1.49,3.75,4.63,0.4
27.9,43.2,1653087600,1,203.61,0,4.46,51.5,1.51,3.83,4.68,0.36
27.9,43.2,1653091200,1,200.27,0,4.58,45.78,1.64,4.02,4.89,0.34
27.9,43.2,1653094800,1,198.6,0,4.97,40.41,1.8,4.38,5.29,0.33
27.9,43.2,1653098400,1,196.93,0,5.18,36.48,1.88,4.73,5.68,0.31
27.9,43.2,1653102000,1,195.26,0.01,5.57,32.54,1.91,5.11,6.11,0.29
27.9,43.2,1653105600,1,206.95,0.25,7.03,28.25,2.21,5.78,6.95,0.36
27.9,43.2,1653109200,1,223.64,2.01,7.71,26.46,2.53,6.65,8.07,0.47
27.9,43.2,1653112800,1,233.65,3.52,7.37,31.11,2.77,7.36,8.95,0.58
27.9,43.2,1653116400,1,226.97,2.85,6.25,44.35,2.77,7.78,9.45,0.66
27.9,43.2,1653120000,1,220.3,1.75,4.76,59.37,2.5,8.74,10.48,0.65
27.9,43.2,1653123600,1,213.62,0.89,3.26,77.25,2.15,9.61,11.19,0.58
27.9,43.2,1653127200,2,206.95,0.52,2.33,88.69,1.71,9.23,10.55,0.5
27.9,43.2,1653130800,2,201.94,0.41,2.01,95.84,1.55,8.75,9.84,0.41
27.9,43.2,1653134400,2,198.6,0.34,1.82,97.27,1.52,8.66,9.63,0.32
27.9,43.2,1653138000,2,195.26,0.32,1.76,94.41,1.43,6.99,7.81,0.27
27.9,43.2,1653141600,2,196.93,0.34,1.93,94.41,1.34,5.59,6.35,0.22
27.9,43.2,1653145200,2,201.94,0.31,2.1,94.41,1.27,5.1,5.84,0.2
27.9,43.2,1653148800,2,203.61,0.24,2.44,90.84,1.3,4.59,5.33,0.22
27.9,43.2,1653152400,2,203.61,0.11,3.17,82.97,1.39,4.48,5.29,0.27
27.9,43.2,1653156000,1,203.61,0,3.64,75.1,1.42,4.4,5.26,0.31
27.9,43.2,1653159600,1,206.95,0,4.07,67.23,1.45,4.28,5.23,0.34
27.9,43.2,1653163200,1,211.95,0,4.93,59.37,1.55,4.31,5.38,0.36
27.9,43.2,1653166800,1,210.29,0,5.74,50.78,1.59,4.25,5.3,0.34
27.9,43.2,1653170400,1,203.61,0,5.91,42.56,1.61,4.25,5.24,0.34
27.9,43.2,1653174000,1,196.93,0,5.57,36.84,1.61,4.48,5.42,0.36
27.9,43.2,1653177600,1,193.6,0,5.27,37.19,1.68,5.09,6.02,0.38
27.9,43.2,1653181200,1,191.93,0,4.97,43.27,1.88,6.07,7.01,0.4
27.9,43.2,1653184800,1,193.6,0,4.88,44.7,1.89,7,7.93,0.43
27.9,43.2,1653188400,1,193.6,0,4.71,47.92,1.8,7.71,8.52,0.45
27.9,43.2,1653192000,1,201.94,0.03,4.71,52.21,1.89,9.39,10.18,0.55
27.9,43.2,1653195600,2,210.29,0.24,4.8,57.22,2.03,11.88,12.79,0.66
27.9,43.2,1653199200,2,210.29,0.47,4.03,61.51,1.89,12.38,13.35,0.91
27.9,43.2,1653202800,1,206.95,0.28,2.23,77.25,1.42,8.62,9.37,1.42
27.9,43.2,1653206400,2,205.28,0.2,1.76,86.55,1.34,5.51,5.97,1.12
27.9,43.2,1653210000,2,201.94,0.18,1.61,92.98,1.37,4.23,4.52,0.76
27.9,43.2,1653213600,2,201.94,0.17,1.69,97.27,1.52,4.08,4.3,0.56
27.9,43.2,1653217200,2,203.61,0.16,1.86,97.27,1.65,4.25,4.47,0.47
27.9,43.2,1653220800,2,205.28,0.13,1.95,95.84,1.68,4.57,4.8,0.43
27.9,43.2,1653224400,2,208.62,0.15,2.16,91.55,1.77,5.02,5.32,0.39
27.9,43.2,1653228000,2,210.29,0.18,2.29,87.98,1.86,5.51,5.94,0.31
27.9,43.2,1653231600,2,208.62,0.18,2.33,86.55,1.86,5.92,6.51,0.24
27.9,43.2,1653235200,2,206.95,0.14,2.59,86.55,1.94,6.22,6.95,0.2
27.9,43.2,1653238800,2,208.62,0.05,3.13,86.55,2.12,6.43,7.26,0.18
27.9,43.2,1653242400,2,210.29,0,3.38,85.83,2.21,6.52,7.4,0.17
27.9,43.2,1653246000,2,211.95,0,3.77,83.68,2.32,6.66,7.57,0.17
27.9,43.2,1653249600,1,211.95,0,4.37,79.39,2.53,6.83,7.77,0.16
27.9,43.2,1653253200,1,210.29,0,4.5,75.82,2.62,6.96,7.93,0.12
27.9,43.2,1653256800,1,206.95,0,4.41,74.39,2.74,7.17,8.21,0.1
27.9,43.2,1653260400,1,206.95,0,4.46,75.1,2.8,7.12,8.1,0.09
27.9,43.2,1653264000,1,206.95,0,4.41,78.68,2.53,6.78,7.66,0.11
27.9,43.2,1653267600,1,210.29,0,4.54,76.53,2.38,6.76,7.68,0.16
27.9,43.2,1653271200,1,213.62,0,5.74,70.1,2.89,7.12,8.19,0.21
27.9,43.2,1653274800,1,220.3,0,8.23,63.66,4.11,7.65,8.89,0.28
27.9,43.2,1653278400,1,230.31,0.15,10.97,59.37,4.83,8.32,9.68,0.41
27.9,43.2,1653282000,1,240.33,0.62,11.14,55.79,3.81,8.56,9.82,0.44
27.9,43.2,1653285600,1,233.65,0.61,8.14,57.94,2.5,7.62,8.49,0.41
27.9,43.2,1653289200,2,213.62,0.16,2.59,87.98,1.1,5.43,5.72,0.44
27.9,43.2,1653292800,2,211.95,0.17,1.84,90.84,1.04,5.68,5.95,0.47
27.9,43.2,1653296400,2,206.95,0.16,1.36,90.84,1.12,5.56,5.83,0.53
27.9,43.2,1653300000,2,201.94,0.15,1.12,92.98,1.18,4.81,5.04,0.55
27.9,43.2,1653303600,2,201.94,0.18,1.14,97.27,1.33,4.48,4.69,0.54
27.9,43.2,1653307200,2,203.61,0.2,1.1,101.57,1.43,4.37,4.58,0.49
27.9,43.2,1653310800,2,203.61,0.19,1.17,104.43,1.46,4.21,4.43,0.46
27.9,43.2,1653314400,2,203.61,0.14,1.36,104.43,1.42,3.9,4.1,0.43
27.9,43.2,1653318000,2,201.94,0.07,1.52,101.57,1.33,3.72,3.91,0.4
27.9,43.2,1653321600,2,208.62,0.09,3.17,92.98,1.86,4.39,4.7,0.37
27.9,43.2,1653325200,2,220.3,0.08,5.36,82.97,2.65,5.7,6.28,0.4
27.9,43.2,1653328800,1,230.31,0,6.68,76.53,3.16,7.15,8.02,0.45
27.9,43.2,1653332400,1,233.65,0,6.94,75.82,3.43,8.19,9.22,0.5
27.9,43.2,1653336000,1,226.97,0,6.94,78.68,3.52,8.36,9.28,0.46
27.9,43.2,1653339600,2,216.96,0,6.25,83.68,3.37,7.72,8.38,0.4
27.9,43.2,1653343200,2,210.29,0,5.4,87.26,3.19,7.1,7.62,0.44
27.9,43.2,1653346800,2,213.62,0,6.08,83.68,3.64,7.38,8,0.51
27.9,43.2,1653350400,2,216.96,0,6,81.54,3.81,7.65,8.35,0.57
27.9,43.2,1653354000,1,220.3,0,5.83,74.39,3.67,7.86,8.55,0.54
27.9,43.2,1653357600,1,220.3,0,6.17,59.37,3.19,8.01,8.65,0.41
27.9,43.2,1653361200,1,220.3,0,6.94,46.49,2.8,7.86,8.45,0.32
27.9,43.2,1653364800,1,236.99,0.24,9.17,41.84,3.01,7.96,8.69,0.35
27.9,43.2,1653368400,1,260.35,1.61,12,42.2,3.76,8.8,9.83,0.42
27.9,43.2,1653372000,1,267.03,3.1,12.68,47.92,4.17,9.29,10.53,0.46
27.9,43.2,1653375600,2,216.96,1.05,6,85.12,3.01,5.78,6.43,0.63
27.9,43.2,1653379200,2,206.95,0.5,3.08,94.41,2.03,5.38,5.89,0.49
27.9,43.2,1653382800,2,205.28,0.24,1.65,97.27,1.52,5.41,5.86,0.4
27.9,43.2,1653386400,2,205.28,0.15,1.09,98.71,1.3,5.54,5.96,0.37
27.9,43.2,1653390000,2,206.95,0.14,0.99,100.14,1.3,6.15,6.59,0.34
27.9,43.2,1653393600,2,206.95,0.14,0.92,100.14,1.25,6.76,7.22,0.3
27.9,43.2,1653397200,2,205.28,0.14,1.01,100.14,1.25,7.13,7.59,0.25
27.9,43.2,1653400800,2,203.61,0.11,1.31,100.14,1.31,7.47,7.96,0.2
27.9,43.2,1653404400,2,200.27,0.06,1.61,100.14,1.33,7.39,7.91,0.16
27.9,43.2,1653408000,2,198.6,0.02,1.82,100.14,1.36,6.99,7.46,0.15
27.9,43.2,1653411600,2,198.6,0,2.01,100.14,1.42,6.53,6.93,0.17
27.9,43.2,1653415200,2,198.6,0,2.16,101.57,1.48,6.17,6.52,0.18
27.9,43.2,1653418800,2,198.6,0,2.23,100.14,1.48,5.95,6.27,0.18
27.9,43.2,1653422400,2,198.6,0,2.27,100.14,1.46,5.8,6.09,0.15
27.9,43.2,1653426000,2,196.93,0,2.25,98.71,1.43,5.3,5.52,0.12
27.9,43.2,1653429600,2,198.6,0,2.91,92.98,1.74,5.04,5.25,0.1
27.9,43.2,1653433200,2,198.6,0,3.38,87.26,2.06,4.87,5.12,0.1
27.9,43.2,1653436800,2,198.6,0,3.3,85.83,2.18,4.71,4.97,0.12
27.9,43.2,1653440400,2,198.6,0,3.43,85.12,2.41,4.71,5.01,0.13
27.9,43.2,1653444000,2,198.6,0,3.6,85.12,2.5,4.85,5.16,0.13
27.9,43.2,1653447600,2,198.6,0,3.6,87.26,2.5,5.16,5.49,0.11
27.9,43.2,1653451200,2,200.27,0.05,3.21,91.55,2.26,5.8,6.24,0.12
27.9,43.2,1653454800,2,201.94,0.28,3.21,91.55,2.21,6.67,7.32,0.12
27.9,43.2,1653458400,2,200.27,0.44,2.72,92.98,2.15,7.18,8.02,0.11
27.9,43.2,1653462000,2,198.6,0.36,1.82,97.27,1.74,7.12,8.01,0.09
27.9,43.2,1653465600,2,198.6,0.27,1.29,100.14,1.49,7.08,8.09,0.07
27.9,43.2,1653469200,2,200.27,0.21,0.99,100.14,1.34,7.17,8.28,0.06
27.9,43.2,1653472800,2,200.27,0.18,0.81,98.71,1.24,7.33,8.52,0.04
27.9,43.2,1653476400,2,201.94,0.16,0.75,97.27,1.27,8.02,9.35,0
27.9,43.2,1653480000,2,201.94,0.16,0.73,97.27,1.45,9.59,11.01,0
27.9,43.2,1653483600,2,205.28,0.18,0.88,100.14,1.74,12.1,13.55,0
27.9,43.2,1653487200,2,205.28,0.19,1.06,104.43,2,14.11,15.71,0
27.9,43.2,1653490800,2,206.95,0.18,1.25,104.43,2.09,15,16.8,0
27.9,43.2,1653494400,2,206.95,0.13,1.59,104.43,2.21,15.42,17.51,0
27.9,43.2,1653498000,2,206.95,0.03,2.06,103,2.29,14.95,17.2,0
27.9,43.2,1653501600,2,206.95,0,2.29,101.57,2.32,14.23,16.47,0
27.9,43.2,1653505200,2,206.95,0,2.33,100.14,2.29,14.02,16.23,0
27.9,43.2,1653508800,2,205.28,0,2.38,100.14,2.24,14.59,16.88,0
27.9,43.2,1653512400,2,203.61,0,2.33,98.71,2.18,15.38,17.76,0
27.9,43.2,1653516000,2,203.61,0,2.42,94.41,2.18,15.68,18.1,0
27.9,43.2,1653519600,2,203.61,0,2.59,90.12,2.26,15.22,17.51,0
27.9,43.2,1653523200,2,203.61,0,2.63,87.26,2.32,14.33,16.39,0
27.9,43.2,1653526800,2,203.61,0,2.78,85.12,2.38,13.61,15.47,0
27.9,43.2,1653530400,2,203.61,0,2.72,82.97,2.32,13.29,14.95,0
27.9,43.2,1653534000,2,205.28,0,2.57,81.54,2.15,13.32,14.78,0
27.9,43.2,1653537600,2,206.95,0.02,2.66,80.11,2.06,12.85,14.13,0
27.9,43.2,1653541200,2,210.29,0.16,3.21,77.25,2.21,12.03,13.24,0
27.9,43.2,1653544800,2,213.62,0.36,3.47,77.25,2.38,11.48,12.66,0
27.9,43.2,1653548400,2,213.62,0.58,3.04,80.82,2.41,12.04,13.41,0
27.9,43.2,1653552000,2,216.96,0.66,3.04,85.83,2.53,13.83,15.5,0
27.9,43.2,1653555600,2,220.3,0.66,3.04,92.98,2.8,16.02,17.97,0
27.9,43.2,1653559200,2,216.96,0.2,4.2,92.98,2.92,16.89,19.11,0
27.9,43.2,1653562800,2,216.96,0.16,4.97,84.4,2.53,14.56,16.76,0.01
27.9,43.2,1653566400,2,213.62,0.16,5.1,80.11,2.18,10.97,12.91,0.22
27.9,43.2,1653570000,2,213.62,0.16,4.97,81.54,1.97,6.97,8.53,0.34
27.9,43.2,1653573600,2,216.96,0.23,6.34,80.82,2.38,6.06,7.62,0.36
27.9,43.2,1653577200,1,223.64,0.28,8.05,77.96,2.95,7.17,8.97,0.36
27.9,43.2,1653580800,1,233.65,0.29,9,75.82,3.55,9.25,11.44,0.39
27.9,43.2,1653584400,2,243.66,0.14,9.94,68.66,3.87,10.38,12.54,0.45
27.9,43.2,1653588000,2,233.65,0,8.57,64.37,3.1,10.41,11.95,0.28
27.9,43.2,1653591600,2,220.3,0,5.83,60.8,2.03,12.23,13.58,0.11
27.9,43.2,1653595200,2,216.96,0,5.18,60.08,1.91,15.43,17.22,0.01
27.9,43.2,1653598800,2,216.96,0,5.23,60.8,2,17.18,19.28,0
27.9,43.2,1653602400,2,213.62,0,5.57,61.51,2.26,18.23,20.47,0
27.9,43.2,1653606000,2,213.62,0,5.4,62.23,2.41,19.02,21.37,0
27.9,43.2,1653609600,2,211.95,0,5.14,63.66,2.44,19.84,22.32,0
27.9,43.2,1653613200,3,211.95,0,5.14,63.66,2.47,20.86,23.42,0
27.9,43.2,1653616800,3,213.62,0,5.74,62.23,2.86,21.87,24.52,0
27.9,43.2,1653620400,3,220.3,0,6.94,60.8,3.61,22.82,25.73,0
27.9,43.2,1653624000,3,233.65,0.11,9.08,58.65,4.41,23.81,27.09,0
27.9,43.2,1653627600,3,247,0.96,11.14,54.36,4.83,24.71,28.29,0
27.9,43.2,1653631200,4,247,1.87,10.8,60.08,5.42,25.37,28.97,0
27.9,43.2,1653634800,4,220.3,0.44,3.86,108.72,3.55,28.84,31.88,0
27.9,43.2,1653638400,4,216.96,0.22,2.42,117.3,2.98,29.6,32.62,0
27.9,43.2,1653642000,4,216.96,0.13,1.84,120.16,2.65,29.27,32.08,0
27.9,43.2,1653645600,4,216.96,0.1,1.54,121.59,2.32,28.22,30.65,0
27.9,43.2,1653649200,4,213.62,0.12,1.36,121.59,1.91,25.21,27.1,0
27.9,43.2,1653652800,3,211.95,0.12,1.19,115.87,1.43,20.49,21.88,0
27.9,43.2,1653656400,2,210.29,0.15,1.19,111.58,1.27,16.94,17.95,0
27.9,43.2,1653660000,2,208.62,0.17,1.32,107.29,1.24,15.19,16.01,0
27.9,43.2,1653663600,2,205.28,0.17,1.44,103,1.21,13.51,14.26,0
27.9,43.2,1653667200,2,203.61,0.14,1.74,98.71,1.33,11.76,12.55,0
27.9,43.2,1653670800,2,203.61,0.06,2.31,94.41,1.58,10.84,11.7,0
27.9,43.2,1653674400,2,205.28,0,2.74,91.55,1.83,10.28,11.18,0
27.9,43.2,1653678000,2,205.28,0,3.26,87.98,2.12,9.91,10.86,0
27.9,43.2,1653681600,2,205.28,0,3.77,82.25,2.29,9.44,10.42,0
27.9,43.2,1653685200,1,203.61,0,3.9,78.68,2.32,8.86,9.8,0
27.9,43.2,1653688800,1,201.94,0,3.86,75.1,2.26,8.46,9.38,0
27.9,43.2,1653692400,1,201.94,0,4.03,72.24,2.35,8.45,9.38,0
27.9,43.2,1653696000,1,201.94,0,4.33,70.81,2.5,8.58,9.55,0
27.9,43.2,1653699600,1,203.61,0,4.88,67.95,2.59,8.79,9.8,0
27.9,43.2,1653703200,1,205.28,0,5.83,58.65,2.62,9.09,10.05,0
27.9,43.2,1653706800,1,210.29,0,7.11,45.78,2.65,9.39,10.23,0.04
27.9,43.2,1653710400,2,223.64,0.27,9.42,33.97,2.92,10.1,10.99,0.17
27.9,43.2,1653714000,2,243.66,1.87,10.37,30.4,3.4,10.88,12.1,0.25
27.9,43.2,1653717600,2,253.68,3.44,9.94,36.48,3.76,11.43,12.98,0.27
27.9,43.2,1653721200,2,220.3,1.33,5.83,73.67,3.55,10.55,11.9,0.2
27.9,43.2,1653724800,2,205.28,0.77,3.73,83.68,2.95,10.16,11.46,0.06
27.9,43.2,1653728400,2,196.93,0.4,2.18,91.55,2.18,9.37,10.52,0
27.9,43.2,1653732000,2,195.26,0.19,1.69,91.55,1.65,9.28,10.56,0
27.9,43.2,1653735600,2,195.26,0.13,1.74,87.26,1.61,9.9,11.48,0
27.9,43.2,1653739200,2,195.26,0.1,1.8,85.83,1.61,10.3,11.97,0
27.9,43.2,1653742800,2,195.26,0.07,2.12,85.12,1.67,9.73,11.27,0
27.9,43.2,1653746400,2,196.93,0.06,2.7,84.4,1.8,8.85,10.28,0
27.9,43.2,1653750000,2,200.27,0.07,3.21,82.97,1.97,8.14,9.49,0
27.9,43.2,1653753600,2,201.94,0.14,3.81,80.82,2.32,8.07,9.4,0
27.9,43.2,1653757200,1,203.61,0.04,4.33,76.53,2.53,8.22,9.53,0
27.9,43.2,1653760800,1,201.94,0,4.11,75.1,2.38,8.23,9.39,0
27.9,43.2,1653764400,1,201.94,0,3.77,75.1,2.15,8.17,9.14,0
27.9,43.2,1653768000,1,203.61,0,4.07,72.24,2.18,8.48,9.4,0
27.9,43.2,1653771600,1,201.94,0,4.54,68.66,2.41,8.9,9.83,0
27.9,43.2,1653775200,1,200.27,0,5.1,63.66,2.71,9.37,10.37,0
27.9,43.2,1653778800,1,200.27,0,5.83,56.51,3.1,9.79,10.88,0
27.9,43.2,1653782400,2,200.27,0,6.94,50.78,3.81,10.24,11.42,0
27.9,43.2,1653786000,2,201.94,0,8.91,43.27,4.53,11.01,12.27,0.01
27.9,43.2,1653789600,2,205.28,0,10.54,35.76,3.87,11.97,13.25,0.02
27.9,43.2,1653793200,2,205.28,0,9.77,35.76,2.74,12.22,13.48,0
27.9,43.2,1653796800,2,205.28,0.09,6.08,59.37,2.44,12.22,13.26,0
27.9,43.2,1653800400,2,210.29,0.47,4.84,62.23,2.18,12.48,13.44,0.03
27.9,43.2,1653804000,2,213.62,0.78,4.16,67.95,2.29,11.33,12.18,0.15
27.9,43.2,1653807600,1,210.29,0.58,3.08,78.68,2.26,9.45,10.11,0.21
27.9,43.2,1653811200,2,208.62,0.41,2.51,83.68,2.26,9.68,10.27,0.18
27.9,43.2,1653814800,2,205.28,0.28,2.06,86.55,1.94,9.73,10.26,0.12
27.9,43.2,1653818400,2,201.94,0.23,1.8,87.98,1.62,8.89,9.38,0.08
27.9,43.2,1653822000,2,200.27,0.2,1.46,90.12,1.3,8.3,8.78,0.03
27.9,43.2,1653825600,2,200.27,0.16,1.16,92.98,1.06,9.08,9.6,0
27.9,43.2,1653829200,2,196.93,0.17,1.05,97.27,1.09,10.52,11.19,0
27.9,43.2,1653832800,2,193.6,0.17,1.32,100.14,1.3,10.6,11.53,0
27.9,43.2,1653836400,2,191.93,0.14,1.63,103,1.36,9.93,10.93,0
27.9,43.2,1653840000,2,191.93,0.05,1.78,101.57,1.22,9.22,10.12,0
27.9,43.2,1653843600,2,191.93,0.01,1.86,98.71,1.15,9.03,9.88,0
27.9,43.2,1653847200,2,193.6,0,1.88,98.71,1.16,9.37,10.27,0
27.9,43.2,1653850800,2,196.93,0,2.03,92.98,1.34,10.76,12.23,0
27.9,43.2,1653854400,2,198.6,0,2.4,87.26,1.62,12.96,15.16,0
27.9,43.2,1653858000,2,201.94,0,2.68,85.83,1.89,14.11,16.52,0
27.9,43.2,1653861600,2,203.61,0,3.3,84.4,2.21,14.48,17.2,0
27.9,43.2,1653865200,2,205.28,0,4.07,80.11,2.53,14.42,17.49,0
27.9,43.2,1653868800,2,205.28,0,4.93,75.1,2.98,14.43,17.86,0.04
27.9,43.2,1653872400,2,206.95,0,6,70.81,3.52,14.65,18.46,0.08
27.9,43.2,1653876000,2,205.28,0,6.94,70.1,3.93,14.89,19.22,0.07
27.9,43.2,1653879600,2,205.28,0,6.17,75.82,3.52,14.83,19.72,0.05
27.9,43.2,1653883200,2,205.28,0.03,4.67,86.55,2.77,13.72,19.03,0.07
27.9,43.2,1653886800,2,220.3,0.3,5.83,89.41,2.92,14.3,20.64,0.17
27.9,43.2,1653890400,2,233.65,0.82,6.68,95.84,3.22,15.89,22.61,0.27
27.9,43.2,1653894000,2,220.3,0.55,3.81,105.86,2.89,13.46,19.11,0.23
27.9,43.2,1653897600,2,213.62,0.34,2.78,107.29,2.35,9.92,15.27,0.31
27.9,43.2,1653901200,2,206.95,0.22,2.36,103,1.97,8.31,13.59,0.39
27.9,43.2,1653904800,2,201.94,0.15,2.12,103,1.65,7.47,12.2,0.35
27.9,43.2,1653908400,2,200.27,0.16,1.88,103,1.51,6.5,10.46,0.27
27.9,43.2,1653912000,2,200.27,0.18,1.71,101.57,1.45,6.45,9.68,0.25
27.9,43.2,1653915600,2,205.28,0.34,2.59,95.84,1.89,6.34,8.71,0.25
27.9,43.2,1653919200,2,211.95,0.6,3.94,92.98,2.56,6.67,8.66,0.27
27.9,43.2,1653922800,2,216.96,0.82,5.44,91.55,3.4,7.82,10.1,0.28
27.9,43.2,1653926400,2,226.97,0.85,7.8,85.12,4.29,9.83,12.95,0.29
27.9,43.2,1653930000,2,240.33,0.42,11.14,72.24,4.95,11.74,15.51,0.33
27.9,43.2,1653933600,2,253.68,0.02,13.88,58.65,5.19,13.31,17.43,0.33
27.9,43.2,1653937200,2,260.35,0,15.08,50.07,5.3,14.64,19.04,0.3
27.9,43.2,1653940800,2,280.38,0,17.99,42.2,5.36,15.75,20.05,0.33
27.9,43.2,1653944400,2,313.76,0,20.56,30.76,4.29,15.99,19.82,0.39
27.9,43.2,1653948000,2,313.76,0.02,17.48,19.67,2.83,13.86,16.97,0.37
27.9,43.2,1653951600,2,270.37,0.03,11.48,16.99,2.09,10.22,12.5,0.31
27.9,43.2,1653955200,1,233.65,0.02,7.37,19.49,1.79,7.87,9.56,0.27
27.9,43.2,1653958800,1,216.96,0.01,5.14,24.32,1.61,6.88,8.2,0.24
27.9,43.2,1653962400,1,211.95,0,4.33,30.76,1.53,6.63,7.77,0.23
27.9,43.2,1653966000,1,211.95,0,4.37,38.62,1.61,6.64,7.68,0.25
27.9,43.2,1653969600,1,216.96,0.17,4.67,50.78,1.83,6.68,7.66,0.34
27.9,43.2,1653973200,1,230.31,1.01,5.65,47.21,2.03,7.15,8.3,0.45
27.9,43.2,1653976800,1,236.99,1.96,6.17,45.78,2.18,7.68,9.06,0.56
27.9,43.2,1653980400,1,220.3,0.76,3.56,77.25,1.85,6.86,8.13,0.61
27.9,43.2,1653984000,2,216.96,0.56,3.3,89.41,2.21,7.55,9,0.63
27.9,43.2,1653987600,2,220.3,0.54,3.77,94.41,2.68,8.38,10.07,0.65
27.9,43.2,1653991200,2,226.97,0.57,4.93,95.84,3.31,9.57,11.45,0.63
27.9,43.2,1653994800,2,233.65,0.6,6.08,97.27,3.87,12.16,14.02,0.47
27.9,43.2,1653998400,2,230.31,0.39,5.23,98.71,3.34,15.34,16.95,0.22
27.9,43.2,1654002000,2,226.97,0.25,3.98,95.84,2.62,16.91,18.39,0.11
27.9,43.2,1654005600,2,223.64,0.26,3.9,91.55,2.59,16.89,18.28,0.09
27.9,43.2,1654009200,2,220.3,0.25,4.16,89.41,2.8,16.33,17.69,0.09
27.9,43.2,1654012800,2,223.64,0.21,5.18,81.54,3.1,16.32,17.77,0.15
27.9,43.2,1654016400,2,230.31,0.07,6.77,68.66,3.46,16.57,18.23,0.2
27.9,43.2,1654020000,2,236.99,0,8.4,59.37,3.64,16.45,18.42,0.25
27.9,43.2,1654023600,2,250.34,0,10.11,50.78,3.7,16.94,19.39,0.32
27.9,43.2,1654027200,2,273.7,0,13.19,39.7,4.05,18.32,21.2,0.42
27.9,43.2,1654030800,3,303.75,0.01,17.82,28.97,4.41,20.41,23.66,0.5
27.9,43.2,1654034400,3,330.45,0.02,20.56,19.67,4.29,22.59,26.18,0.56
27.9,43.2,1654038000,3,337.12,0.04,19.02,14.48,3.28,22.74,26.26,0.43
27.9,43.2,1654041600,3,313.76,0.06,14.91,13.05,2.41,20.13,23.17,0.3
27.9,43.2,1654045200,2,267.03,0.04,9.68,15.2,1.85,15.01,17.21,0.25
27.9,43.2,1654048800,2,233.65,0.03,6.34,17.88,1.46,11.74,13.39,0.23
27.9,43.2,1654052400,2,220.3,0.02,5.1,23.6,1.39,10.5,11.87,0.23
27.9,43.2,1654056000,1,220.3,0.27,5.01,32.54,1.55,9.82,11.1,0.28
27.9,43.2,1654059600,1,226.97,1.34,5.74,34.33,1.8,9.69,11.06,0.34
27.9,43.2,1654063200,2,233.65,2.26,6.25,39.34,2.06,10.1,11.59,0.41
