coord_lon,coord_lat,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
27.9,43.2,1608523200,1,236.99,0,1.97,65.8,4.35,2.32,2.76,0
27.9,43.2,1608526800,1,236.99,0,2.08,67.23,4.53,2.41,2.92,0
27.9,43.2,1608530400,1,236.99,0,2.27,67.23,4.35,2.26,2.8,0.01
27.9,43.2,1608534000,1,236.99,0.01,2.38,65.09,4.29,2.12,2.65,0.02
27.9,43.2,1608537600,1,236.99,0.04,2.51,62.94,4.41,2.07,2.59,0.02
27.9,43.2,1608541200,1,240.33,0.11,2.42,60.8,4.47,1.98,2.45,0.01
27.9,43.2,1608544800,1,240.33,0.14,2.27,60.08,4.47,1.85,2.28,0.01
27.9,43.2,1608548400,1,233.65,0.12,2.19,60.08,4.59,1.69,2.12,0
27.9,43.2,1608552000,1,233.65,0.09,2.21,61.51,4.89,1.6,2.05,0
27.9,43.2,1608555600,1,233.65,0.05,2.38,62.23,5.25,1.6,2.07,0
27.9,43.2,1608559200,1,236.99,0.01,2.7,61.51,5.48,1.71,2.21,0
27.9,43.2,1608562800,1,236.99,0,3,61.51,5.54,1.84,2.39,0
27.9,43.2,1608566400,1,240.33,0,3.09,61.51,5.48,1.95,2.49,0
27.9,43.2,1608570000,1,243.66,0,3.13,61.51,5.13,2.1,2.61,0.01
27.9,43.2,1608573600,1,250.34,0,3.04,60.08,4.29,2.18,2.67,0.06
27.9,43.2,1608577200,1,253.68,0,2.79,57.94,3.19,2.17,2.61,0.1
27.9,43.2,1608580800,1,253.68,0,2.59,57.22,2.21,2.11,2.53,0.13
27.9,43.2,1608584400,1,250.34,0,2.42,58.65,1.65,1.92,2.3,0.15
27.9,43.2,1608588000,1,243.66,0,2.27,62.94,1.39,1.6,1.98,0.15
27.9,43.2,1608591600,1,236.99,0,2.14,67.23,1.22,1.35,1.71,0.16
27.9,43.2,1608595200,1,233.65,0,2.01,70.81,1.1,1.14,1.49,0.17
27.9,43.2,1608598800,1,230.31,0,2.14,71.53,1.12,1.11,1.49,0.19
27.9,43.2,1608602400,1,230.31,0,2.44,68.67,1.27,1.22,1.65,0.21
27.9,43.2,1608606000,1,233.65,0,2.7,66.52,1.43,1.31,1.8,0.22
27.9,43.2,1608609600,1,236.99,0,2.91,65.09,1.57,1.39,1.91,0.24
27.9,43.2,1608613200,1,247,0,3.38,62.94,1.76,1.67,2.27,0.33
27.9,43.2,1608616800,1,257.02,0,3.94,59.37,1.85,1.92,2.61,0.4
27.9,43.2,1608620400,1,257.02,0,3.81,57.94,1.74,1.77,2.43,0.38
27.9,43.2,1608624000,1,257.02,0.01,3.81,56.51,1.74,1.66,2.3,0.36
27.9,43.2,1608627600,1,257.02,0.02,3.77,55.79,1.83,1.56,2.15,0.33
27.9,43.2,1608631200,1,253.68,0.05,3.68,55.79,2.18,1.5,2.04,0.31
27.9,43.2,1608634800,1,250.34,0.1,3.68,55.79,2.65,1.5,1.98,0.27
27.9,43.2,1608638400,1,250.34,0.13,3.68,55.08,3.13,1.52,1.99,0.24
27.9,43.2,1608642000,1,250.34,0.09,3.77,55.08,3.52,1.55,2.05,0.23
27.9,43.2,1608645600,1,247,0.03,3.98,55.79,3.79,1.55,2.07,0.23
27.9,43.2,1608649200,1,247,0,3.94,58.65,3.87,1.44,1.95,0.21
27.9,43.2,1608652800,1,240.33,0,3.43,63.66,3.52,1.23,1.68,0.18
27.9,43.2,1608656400,1,236.99,0,2.96,67.95,3.13,1.1,1.51,0.17
27.9,43.2,1608660000,1,236.99,0,2.64,70.81,2.98,1.06,1.45,0.17
27.9,43.2,1608663600,1,236.99,0,2.36,71.53,2.95,1.01,1.41,0.15
27.9,43.2,1608667200,1,236.99,0,2.36,70.81,3.07,1.06,1.49,0.14
27.9,43.2,1608670800,1,236.99,0,2.44,70.1,3.25,1.09,1.52,0.13
27.9,43.2,1608674400,1,236.99,0,3.34,65.8,3.79,1.25,1.69,0.1
27.9,43.2,1608678000,1,240.33,0,4.28,58.65,4.35,1.61,2.13,0.09
27.9,43.2,1608681600,1,243.66,0,4.33,52.93,4.11,1.98,2.57,0.08
27.9,43.2,1608685200,1,243.66,0,4.11,48.64,3.55,2.23,2.83,0.07
27.9,43.2,1608688800,1,243.66,0,4.11,47.21,3.07,2.37,2.94,0.09
27.9,43.2,1608692400,1,240.33,0,4.16,46.49,2.71,2.42,2.96,0.12
27.9,43.2,1608696000,1,240.33,0,4.37,47.21,2.21,2.42,2.94,0.21
27.9,43.2,1608699600,1,253.68,0,6.43,42.56,2.59,3.26,3.98,0.39
27.9,43.2,1608703200,1,277.04,0.01,9.43,36.48,3.31,4.38,5.45,0.57
27.9,43.2,1608706800,1,290.39,0.08,10.97,32.9,3.58,4.82,6.23,0.66
27.9,43.2,1608710400,1,290.39,0.29,10.71,32.54,3.37,4.72,6.34,0.73
27.9,43.2,1608714000,1,283.72,0.32,9.08,35.05,2.89,4.13,5.73,0.73
27.9,43.2,1608717600,1,263.69,0.29,6.94,43.99,2.33,3.12,4.43,0.63
27.9,43.2,1608721200,1,253.68,0.38,5.91,52.21,2.21,2.61,3.67,0.57
27.9,43.2,1608724800,1,250.34,0.42,5.66,57.22,2.21,2.51,3.44,0.57
27.9,43.2,1608728400,1,270.37,0.48,8.4,52.21,2.8,3.65,4.8,0.71
27.9,43.2,1608732000,1,307.08,0.31,13.71,40.77,3.58,5.86,7.57,0.81
27.9,43.2,1608735600,1,330.45,0.05,17.82,32.54,3.76,7.18,9.31,0.76
27.9,43.2,1608739200,1,337.12,0.05,18.68,29.33,3.73,7.67,10.04,0.72
27.9,43.2,1608742800,1,343.8,0.05,17.48,26.82,3.46,8.34,10.94,0.7
27.9,43.2,1608746400,1,340.46,0.06,15.08,24.32,3.04,8.77,11.59,0.62
27.9,43.2,1608750000,1,327.11,0.06,12.51,21.82,2.71,9.01,11.96,0.52
27.9,43.2,1608753600,2,337.12,0.12,13.02,16.99,2.92,10.62,14.07,0.59
27.9,43.2,1608757200,2,347.14,0.2,13.88,13.23,3.13,12.13,16.02,0.61
27.9,43.2,1608760800,2,347.14,0.3,14.74,9.66,2.89,12.81,16.52,0.48
27.9,43.2,1608764400,2,343.8,0.44,15.25,6.53,3.1,13.19,16.52,0.46
27.9,43.2,1608768000,2,350.48,0.71,16.28,3.84,3.99,14.04,17.16,0.57
27.9,43.2,1608771600,2,367.17,1.23,17.48,1.95,5.19,15.81,18.96,0.78
27.9,43.2,1608775200,2,383.85,1.82,17.65,1.06,5.66,17.46,20.71,0.92
27.9,43.2,1608778800,2,393.87,2.49,17.14,0.63,5.66,18.68,22.06,0.95
